Index	Field_ID	Sample_ID	Site_ID	UTM_Zone	UTM_Easting	UTM_Northing	Location_vs_WWTP	Sample_Type	Sample_Label	Taxon	FFG	Analysis_Type	Temperature	DO	Conductivity	TDS	pH	NH4	NH3	Collection_Date	Researcher	Crew	Scribe
117	Mussel-KIW-9	KK337	REF2	17	542484.9	4816999.96	Upstream	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-12	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
118	Mussel-KIW-10	KK338	REF2	17	542484.9	4816999.96	Upstream	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-12	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
119	Mussel-DN-1	KK339	DSW1	17	546110.62	4805639.91	Downstream_Waterloo	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-11	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
120	Mussel-DN-2	KK340	DSW1	17	546110.62	4805639.91	Downstream_Waterloo	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-11	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
121	Mussel-DN-3	KK341	DSW1	17	546110.62	4805639.91	Downstream_Waterloo	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-11	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
122	Mussel-DN-4	KK342	DSW1	17	546110.62	4805639.91	Downstream_Waterloo	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-11	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
123	Mussel-DN-5	KK343	DSW1	17	546110.62	4805639.91	Downstream_Waterloo	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-11	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
124	Mussel-DN-6	KK344	DSW1	17	546110.62	4805639.91	Downstream_Waterloo	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-11	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
125	Mussel-DN-7	KK345	DSW1	17	546110.62	4805639.91	Downstream_Waterloo	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-11	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
126	Mussel-DN-8	KK346	DSW1	17	546110.62	4805639.91	Downstream_Waterloo	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-11	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
127	Mussel-DN-9	KK347	DSW1	17	546110.62	4805639.91	Downstream_Waterloo	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-11	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
128	Mussel-DN-10	KK348	DSW1	17	546110.62	4805639.91	Downstream_Waterloo	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-11	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
129	Mussel-JN-1	KK349	DSK1	17	551613.29	4803797.83	Downstream_Kitchener	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-12	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
130	Mussel-JN-2	KK350	DSK1	17	551613.29	4803797.83	Downstream_Kitchener	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-19	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
131	Mussel-JN-3	KK351	DSK1	17	551613.29	4803797.83	Downstream_Kitchener	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-19	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
132	Mussel-GM-1	KK352	DSK2	17	552945.26	4791714.72	Downstream_Kitchener	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-09	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
133	Mussel-GM-2	KK353	DSK2	17	552945.26	4791714.72	Downstream_Kitchener	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-09	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
134	Mussel-GM-3	KK354	DSK2	17	552945.26	4791714.72	Downstream_Kitchener	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-09	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
135	Mussel-GM-4	KK355	DSK2	17	552945.26	4791714.72	Downstream_Kitchener	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-09	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
136	Mussel-GM-5	KK356	DSK2	17	552945.26	4791714.72	Downstream_Kitchener	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-09	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
137	Mussel-GM-6	KK357	DSK2	17	552945.26	4791714.72	Downstream_Kitchener	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-09	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
138	Mussel-GM-7	KK358	DSK2	17	552945.26	4791714.72	Downstream_Kitchener	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-09	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
139	Mussel-GM-8	KK359	DSK2	17	552945.26	4791714.72	Downstream_Kitchener	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-09	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
140	Mussel-GM-9	KK360	DSK2	17	552945.26	4791714.72	Downstream_Kitchener	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-09	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
141	Mussel-GM-10	KK361	DSK2	17	552945.26	4791714.72	Downstream_Kitchener	Mussel_gut	Mussels	Lasmigona costata	Filterer	Microbiome								2018-03-09	Elise Millar	"Elise Millar, Victoria Restivo, Patty Gillis, Joe Salerno, Jim Bennett"	Victoria Restivo
142	Invert-WMR-46	KK365	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
143	Invert-WMR-47	KK366	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
144	Invert-WMR-48	KK367	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
145	Invert-WMR-50	KK368	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
146	Invert-WMR-51	KK369	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
147	Invert-INV-205	KK370	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
148	Invert-INV-207	KK371	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
149	Invert-INV-208	KK372	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
150	Invert-INV-209	KK373	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
151	Invert-INV-211	KK374	REF1	17	544950.69	4831053.31	Upstream	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	9.2	12.82	300.7	279.8	8.08	0.04	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
152	Invert-EIT-251	KK375	DSW1	17	542619.24	4813514.68	Downstream_Waterloo	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	9	11.22	639.2	596.7	7.89	0.12	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
153	Invert-EIT-252	KK376	DSW1	17	542619.24	4813514.68	Downstream_Waterloo	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	9	11.22	639.2	596.7	7.89	0.12	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
154	Invert-EIT-254	KK377	DSW1	17	542619.24	4813514.68	Downstream_Waterloo	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	9	11.22	639.2	596.7	7.89	0.12	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
155	Invert-EIT-256	KK378	DSW1	17	542619.24	4813514.68	Downstream_Waterloo	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	9	11.22	639.2	596.7	7.89	0.12	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
156	Invert-EIT-257	KK379	DSW1	17	542619.24	4813514.68	Downstream_Waterloo	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	9	11.22	639.2	596.7	7.89	0.12	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
157	Invert-KIW-443	KK380	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
158	Invert-KIW-444	KK381	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
159	Invert-KIW-445	KK382	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
160	Invert-KIW-446	KK383	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
161	Invert-KIW-447	KK384	REF3	17	542484.9	4816999.96	Upstream	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	7	12.67	511.3	332.4	8.74	0.04	0	2018-03-23	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
162	Invert-HR-589	KK385	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Heptageniidae	Maccaffertium mediopunctatum	Scraper	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
163	Invert-HR-590	KK386	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Heptageniidae	Maccaffertium mediopunctatum	Scraper	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
164	Invert-HR-591	KK387	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Heptageniidae	Maccaffertium mediopunctatum	Scraper	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
165	Invert-HR-592	KK388	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Heptageniidae	Maccaffertium mediopunctatum	Scraper	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
166	Invert-HR-593	KK389	DSW3	17	545947.49	4806471.76	Downstream_Waterloo	Whole_invertebrate	Heptageniidae	Maccaffertium mediopunctatum	Scraper	Microbiome	6.3	12.05	436.9	440.7	8.66	0.05	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
167	Invert-FWY-693	KK390	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
168	Invert-FWY-694	KK391	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
169	Invert-FWY-696	KK392	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
170	Invert-FWY-697	KK393	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
171	Invert-FWY-698	KK394	DSW2	17	548640.78	4810377.83	Downstream_Waterloo	Whole_invertebrate	Heptageniidae	Maccaffertium vicarium	Scraper	Microbiome	6.7	13.67	438.2	437.5	8.41	0.09	0	2018-03-24	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
172	Invert-PT2-827	KK395	DSK2	17	548162.54	4804944.67	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	7.3	11.99	875	568.1	8.52	0.07	0	2018-03-26	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
173	Invert-PT2-828	KK396	DSK2	17	548162.54	4804944.67	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	7.3	11.99	875	568.1	8.52	0.07	0	2018-03-26	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
174	Invert-PT2-829	KK397	DSK2	17	548162.54	4804944.67	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	7.3	11.99	875	568.1	8.52	0.07	0	2018-03-26	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
175	Invert-PT2-831	KK398	DSK2	17	548162.54	4804944.67	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	7.3	11.99	875	568.1	8.52	0.07	0	2018-03-26	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
176	Invert-PT2-832	KK399	DSK2	17	548162.54	4804944.67	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	7.3	11.99	875	568.1	8.52	0.07	0	2018-03-26	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
177	Invert-BLR-990	KK400	DSK3	17	549676.09	4804091.82	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	8.2	15.11	830.4	540.8	8.61	0.06	0	2018-03-26	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
178	Invert-BLR-991	KK401	DSK3	17	549676.09	4804091.82	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	8.2	15.11	830.4	540.8	8.61	0.06	0	2018-03-26	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
179	Invert-BLR-992	KK402	DSK3	17	549676.09	4804091.82	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	8.2	15.11	830.4	540.8	8.61	0.06	0	2018-03-26	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
180	Invert-BLR-993	KK403	DSK3	17	549676.09	4804091.82	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	8.2	15.11	830.4	540.8	8.61	0.06	0	2018-03-26	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
181	Invert-BLR-994	KK404	DSK3	17	549676.09	4804091.82	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	8.2	15.11	830.4	540.8	8.61	0.06	0	2018-03-26	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
182	Invert-PT1-1202	KK405	DSK1	17	547328.7	4805154.73	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	8.5	13.15	830.3	540.5	8.39	0.08	0	2018-03-26	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
183	Invert-PT1-1203	KK406	DSK1	17	547328.7	4805154.73	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	8.5	13.15	830.3	540.5	8.39	0.08	0	2018-03-26	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
184	Invert-PT1-1204	KK407	DSK1	17	547328.7	4805154.73	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	8.5	13.15	830.3	540.5	8.39	0.08	0	2018-03-26	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
185	Invert-PT1-1205	KK408	DSK1	17	547328.7	4805154.73	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	8.5	13.15	830.3	540.5	8.39	0.08	0	2018-03-26	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
186	Invert-PT1-1206	KK409	DSK1	17	547328.7	4805154.73	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome	8.5	13.15	830.3	540.5	8.39	0.08	0	2018-03-26	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
187	Invert-GM-1313	KK410	DSK4	17	552945.26	4791714.72	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome								2018-03-27	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
188	Invert-GM-1314	KK411	DSK4	17	552945.26	4791714.72	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome								2018-03-27	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
189	Invert-GM-1315	KK412	DSK4	17	552945.26	4791714.72	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome								2018-03-27	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
190	Invert-GM-1317	KK413	DSK4	17	552945.26	4791714.72	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome								2018-03-27	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
191	Invert-GM-1318	KK414	DSK4	17	552945.26	4791714.72	Downstream_Kitchener	Whole_invertebrate	Heptageniidae	Maccaffertium pulchellum	Scraper	Microbiome								2018-03-27	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
192	Invert-WMR-16	KK415	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
193	Invert-WMR-17	KK416	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
194	Invert-WMR-18	KK417	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
195	Invert-WMR-20	KK418	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
196	Invert-WMR-21	KK419	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Hydropsychidae	Hydropsyche bronta	Filterer	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
197	Invert-WMR-31	KK420	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Perlidae	Acroneuria frisoni	Predator	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
198	Invert-WMR-32	KK421	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Perlidae	Acroneuria frisoni	Predator	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
199	Invert-WMR-34	KK422	REF2	17	541845.31	4825942.73	Upstream	Whole_invertebrate	Perlidae	Acroneuria frisoni	Predator	Microbiome	6.6	12.25	282.6	283.7	7.9	0.06	0	2018-03-22	Elise Millar	"Elise Millar, Craig Irwin, Kelli Charbonneau"	"Elise Millar, Craig Irwin, Kelli Charbonneau"
